seed,mdp_time_s,ppo_time_s,mdp_finish,ppo_finish,mdp_legal,ppo_legal,ppo_minus_mdp_time_s
10233,5299.935764580764,5300.4916169468415,3.0,3.0,1.0,1.0,0.5558523660774881
10234,5241.718718973914,5240.233587199716,1.0,1.0,1.0,1.0,-1.485131774198635
10235,5294.241869587008,5297.056835637493,3.0,2.0,1.0,1.0,2.8149660504850544
10236,5280.009812782559,5277.85266874974,3.0,3.0,1.0,1.0,-2.1571440328189055
10237,5289.0006326717585,5324.720467182756,3.0,4.0,1.0,1.0,35.719834510997316
10238,5274.315641580976,5268.687739659335,3.0,3.0,1.0,1.0,-5.6279019216408415
10239,5267.701274618777,5262.717955647216,2.0,1.0,1.0,1.0,-4.983318971560948
10240,5297.901448289818,5302.884191277236,4.0,4.0,1.0,1.0,4.982742987417623
10241,5298.319079425565,5297.384238389474,4.0,4.0,1.0,1.0,-0.9348410360908019
10242,5327.7197910769155,5316.34120920823,4.0,3.0,1.0,1.0,-11.378581868685615
10243,5296.627834160018,5304.933010706121,2.0,4.0,1.0,1.0,8.305176546103212
10244,5288.652989504316,5289.530703708558,3.0,3.0,1.0,1.0,0.8777142042417836
10245,5275.576213196492,5260.21054560535,2.0,2.0,1.0,1.0,-15.365667591142483
10246,5249.119200087625,5250.353322936626,2.0,2.0,1.0,1.0,1.2341228490004141
10247,5236.623317233986,5274.348864985845,1.0,3.0,1.0,1.0,37.72554775185836
10248,5266.782852715833,5272.615587617611,2.0,2.0,1.0,1.0,5.832734901778167
10249,5280.063519330006,5277.099023805257,3.0,3.0,1.0,1.0,-2.9644955247485996
10250,5278.109542681547,5290.905744139508,3.0,3.0,1.0,1.0,12.796201457960706
10251,5265.851452962575,5265.379591532085,3.0,3.0,1.0,1.0,-0.47186143049020757
10252,5252.474422316122,5263.523975750255,2.0,3.0,1.0,1.0,11.049553434132577
10253,5259.091677517081,5262.480014369247,3.0,2.0,1.0,1.0,3.3883368521665034
10254,5244.980382071179,5256.498128957747,1.0,1.0,1.0,1.0,11.517746886568602
10255,5249.007078958343,5271.308655039972,2.0,3.0,1.0,1.0,22.30157608162881
10256,5232.988260803424,5239.0443962716245,1.0,1.0,1.0,1.0,6.056135468200409
10257,5261.771388296246,5260.6906379507645,3.0,3.0,1.0,1.0,-1.080750345481647
10258,5263.512678939914,5260.737239911019,3.0,3.0,1.0,1.0,-2.7754390288946524
10259,5288.870713080959,5279.34070797112,2.0,2.0,1.0,1.0,-9.530005109839294
10260,5303.292105147462,5310.087512246912,3.0,3.0,1.0,1.0,6.795407099450131
10261,5254.23187093733,5254.352969088323,3.0,3.0,1.0,1.0,0.12109815099302068
10262,5270.466059577441,5267.9417717510305,2.0,2.0,1.0,1.0,-2.5242878264107276
10263,5282.661784147566,5277.1063864857515,3.0,2.0,1.0,1.0,-5.555397661814823
10264,5258.954919546705,5284.470996198953,3.0,3.0,1.0,1.0,25.516076652247648
10265,5250.574829349407,5254.765438416447,3.0,1.0,1.0,1.0,4.190609067039986
10266,5260.96048287342,5261.764955844585,2.0,2.0,1.0,1.0,0.8044729711646141
10267,5234.744052919657,5242.012959989553,1.0,2.0,1.0,1.0,7.268907069895249
10268,5263.9068647583435,5272.15193481629,3.0,2.0,1.0,1.0,8.245070057946577
10269,5282.357028829018,5320.082176486871,3.0,4.0,1.0,1.0,37.725147657852176
10270,5302.890774041061,5283.706871643018,3.0,3.0,1.0,1.0,-19.183902398043756
10271,5296.792163120546,5292.846380335386,4.0,4.0,1.0,1.0,-3.9457827851601905
10272,5261.315959549639,5296.071355813437,3.0,4.0,1.0,1.0,34.75539626379759
10273,5260.430459533707,5267.7641694182375,2.0,1.0,1.0,1.0,7.333709884530435
10274,5259.04862956122,5249.813309252543,3.0,3.0,1.0,1.0,-9.235320308676819
10275,5318.637284292743,5270.391662210603,3.0,3.0,1.0,1.0,-48.24562208214047
10276,5260.654025099204,5256.9765826001985,3.0,1.0,1.0,1.0,-3.6774424990053376
10277,5275.8238274570585,5276.153115660193,3.0,3.0,1.0,1.0,0.329288203134638
10278,5283.040807835904,5251.883999872923,3.0,2.0,1.0,1.0,-31.156807962981475
10279,5239.272949585802,5241.607148194738,2.0,2.0,1.0,1.0,2.3341986089362763
10280,5263.793643216631,5272.865950917165,2.0,3.0,1.0,1.0,9.072307700534111
10281,5292.045144780081,5272.456093747074,4.0,3.0,1.0,1.0,-19.5890510330064
10282,5273.675385027794,5302.3368007801755,3.0,4.0,1.0,1.0,28.6614157523818
10283,5247.955754987092,5278.744755152064,2.0,3.0,1.0,1.0,30.789000164971185
10284,5331.416176452104,5336.907270080266,4.0,3.0,1.0,1.0,5.491093628162162
10285,5275.785180972843,5279.742029699336,3.0,2.0,1.0,1.0,3.956848726493263
10286,5283.822467766466,5280.872098050649,3.0,3.0,1.0,1.0,-2.9503697158170326
10287,5265.225174281584,5274.322085816316,3.0,3.0,1.0,1.0,9.09691153473159
10288,5282.069531981397,5279.888898577491,3.0,3.0,1.0,1.0,-2.180633403905631
10289,5264.184583114988,5286.102738846974,3.0,3.0,1.0,1.0,21.91815573198619
10290,5240.416182797861,5241.716898650259,2.0,2.0,1.0,1.0,1.3007158523978433
10291,5285.840769466742,5286.495405739541,3.0,3.0,1.0,1.0,0.6546362727985979
10292,5257.970069463238,5273.73756873379,1.0,1.0,1.0,1.0,15.767499270551525
10293,5317.663686718977,5312.828506027381,4.0,3.0,1.0,1.0,-4.835180691596179
10294,5291.547479537465,5290.526868447745,4.0,3.0,1.0,1.0,-1.0206110897197505
10295,5264.758198798659,5261.554030999998,3.0,3.0,1.0,1.0,-3.2041677986608192
10296,5254.056911883164,5259.129072597878,1.0,1.0,1.0,1.0,5.0721607147143
10297,5262.770472441648,5264.008284350883,3.0,3.0,1.0,1.0,1.2378119092345514
10298,5268.298371964142,5269.012514638562,3.0,3.0,1.0,1.0,0.7141426744201453
10299,5252.891613129179,5266.402814652744,2.0,3.0,1.0,1.0,13.511201523565433
10300,5271.3445753933365,5278.247602343731,3.0,3.0,1.0,1.0,6.903026950394633
10301,5254.471716241795,5256.939814898878,3.0,3.0,1.0,1.0,2.468098657082919
10302,5292.995229997419,5292.536733696759,3.0,3.0,1.0,1.0,-0.45849630066004465
10303,5263.287337056087,5248.618219436409,3.0,3.0,1.0,1.0,-14.669117619678218
10304,5255.637358615689,5256.558018834612,2.0,2.0,1.0,1.0,0.9206602189233308
10305,5246.028888548916,5259.20596941999,1.0,1.0,1.0,1.0,13.177080871073485
10306,5266.236361302464,5267.124611591347,2.0,2.0,1.0,1.0,0.8882502888836825
10307,5259.262700878236,5256.057227860954,2.0,2.0,1.0,1.0,-3.2054730172812924
10308,5284.680940313823,5282.924913209124,3.0,3.0,1.0,1.0,-1.7560271046995695
